id	biking	smoking	heart.disease
1	30.80124571	10.89660802	"""11.7694227799599"""
2	65.12921517	2.219563176	"""2.85408147801992"""
3	1.959664531	17.58833051	"""17.1778034757926"""
4	44.80019562	2.802558875	"""6.81664690867892"""
5	69.42845368	15.9745046	"""4.06222352243168"""
6	54.40362555	29.33317552	"""9.55004599703223"""
7	49.05616196	9.060845771	"""7.62450698041603"""
8	4.784604202	12.8350208	"""15.8546544341453"""
9	65.7307883	11.99129728	"""3.06746173004763"""
10	35.25744894	23.27768343	"""12583".0984843702""
11	51.82556749	14.43511838	"""6.43024815108675"""
12	52.93619716	25.07486857	"""8.60827207541993"""
13	48.76747849	11.02327097	"""6.72252380072458"""
14	26.16680079	6.645749549	"""10.5978071174237"""
15	10.55307492	5.990506309	"""14.0794783264219"""
16	47.16371641	14.09783716	"""8.74484530505964"""
17	61.68525625	16.84081673	"""5.44334202544307"""
18	33.94439412	5.758595187	"""9.16230641709494"""
19	39.69762437	12.66286943	"""9.74718576998492"""
20	63.12469829	22.91747999	"""5.85827788202521"""
21	28.51012944	14.85510636	"""11.7247415950836"""
22	18.52597311	26.4049774	"""16.028187666264"""
23	24.47946969	26.92496068	"""15.0007154262729"""
24	18.35864634	23.4319568	"""16.4882059298418"""
25	30.38818374	16.98608636	"""12.3566075407919"""
26	52.98521975	27.68902698	"""9.08844485083311"""
27	60.50944819	3.981962099	"""3.21721427503126"""
28	45.24711035	2.137475294	"""6.59371914791304"""
29	48.59704435	10.38842643	"""6.65942020997238"""
30	25.13977081	5.836372759	"""11.4829370763788"""
31	44.17309485	3.967605745	"""7.98222748153378"""
32	61.14694641	27.78340597	"""7.72246246621572"""
33	27.26789821	16.85329322	"""12.1648166466635"""
34	49.52709985	15.24973082	"""8.02740434077529"""
35	20.19720598	10.33148947	"""13.4165474256556"""
36	18.81122796	16.75344203	"""15.0873602306266"""
37	67.35076463	23.87372679	"""5.27986337654166"""
38	29.90447536	24.58454991	"""13.5076191559019"""
39	14.01175979	21.01214184	"""15.9929864351303"""
40	45.81548815	4.716126882	"""7.04062106502165"""
41	31.47725131	22.16582548	"""13.2385261957841"""
42	17.10820358	1.352878261	"""11.53573538121"""
43	9.665082455	3.504296324	"""12.8868167771747"""
44	23.93300498	4.18586919	"""10.8944570773546"""
45	22.63630115	13.67898283	"""13.4660327411507"""
46	27.24747669	13.37977678	"""12.3288988994328"""
47	20.78960155	19.45542859	"""14.4157831080667"""
48	46.61371512	9.249332569	"""6.80935463626214"""
49	28.62263219	12.48273387	"""11.3683650382505"""
50	21.12749825	18.94134829	"""14.8253623456031"""
51	68.57434853	1.804703605	"""0.683926390933251"""
52	41.68436666	13.06720504	"""9.08884928739137"""
53	69.87959264	17.3516599	"""4.25648339455707"""
54	9.817276993	23.81899489	"""17.8341328278145"""
